"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.772900e+00,7.793457e+05,1.591810e+00,1.050150e+03,2.099341e+02,0.000000e+00,1.823585e+05,2.941376e-01,3.583209e+02,1,3.810000e-01,3.810000e-01,2.000000e-01,0.000000e+00
1.773029e+00,7.793783e+05,1.591645e+00,1.050148e+03,2.099252e+02,0.000000e+00,1.823818e+05,2.942207e-01,3.583406e+02,1,3.840000e-01,3.840000e-01,2.000000e-01,0.000000e+00
1.773180e+00,7.794319e+05,1.591497e+00,1.050174e+03,2.099177e+02,0.000000e+00,1.824084e+05,2.943156e-01,3.583624e+02,1,3.870000e-01,3.870000e-01,2.000000e-01,0.000000e+00
1.773263e+00,7.794709e+05,1.591425e+00,1.050204e+03,2.098898e+02,0.000000e+00,1.824244e+05,2.943729e-01,3.583770e+02,1,3.900000e-01,3.900000e-01,2.000000e-01,0.000000e+00
1.773335e+00,7.795169e+05,1.591387e+00,1.050249e+03,2.098608e+02,0.000000e+00,1.824388e+05,2.944243e-01,3.583907e+02,1,3.930000e-01,3.930000e-01,2.000000e-01,0.000000e+00
1.773407e+00,7.795629e+05,1.591349e+00,1.050294e+03,2.098318e+02,0.000000e+00,1.824532e+05,2.944757e-01,3.584044e+02,1,3.960000e-01,3.960000e-01,2.000000e-01,0.000000e+00
1.773446e+00,7.795631e+05,1.591241e+00,1.050271e+03,2.097879e+02,0.000000e+00,1.824635e+05,2.945124e-01,3.584168e+02,1,3.990000e-01,3.990000e-01,2.000000e-01,0.000000e+00
1.773484e+00,7.795616e+05,1.591131e+00,1.050246e+03,2.097434e+02,0.000000e+00,1.824736e+05,2.945486e-01,3.584291e+02,1,4.020000e-01,4.020000e-01,2.000000e-01,0.000000e+00
1.773524e+00,7.795822e+05,1.591074e+00,1.050258e+03,2.097043e+02,0.000000e+00,1.824838e+05,2.945851e-01,3.584410e+02,1,4.050000e-01,4.050000e-01,2.000000e-01,0.000000e+00
1.773553e+00,7.795989e+05,1.591027e+00,1.050267e+03,2.096684e+02,0.000000e+00,1.824922e+05,2.946151e-01,3.584516e+02,1,4.080000e-01,4.080000e-01,2.000000e-01,0.000000e+00
1.773579e+00,7.796105e+05,1.590971e+00,1.050268e+03,2.096322e+02,0.000000e+00,1.825002e+05,2.946436e-01,3.584620e+02,1,4.110000e-01,4.110000e-01,2.000000e-01,0.000000e+00
1.773591e+00,7.796233e+05,1.590942e+00,1.050275e+03,2.096011e+02,0.000000e+00,1.825060e+05,2.946645e-01,3.584710e+02,1,4.140000e-01,4.140000e-01,2.000000e-01,0.000000e+00
1.773580e+00,7.796236e+05,1.590911e+00,1.050263e+03,2.095856e+02,0.000000e+00,1.825091e+05,2.946753e-01,3.584792e+02,1,4.170000e-01,4.170000e-01,2.000000e-01,0.000000e+00
1.773587e+00,7.796332e+05,1.590874e+00,1.050259e+03,2.095745e+02,0.000000e+00,1.825148e+05,2.946958e-01,3.584892e+02,1,4.200000e-01,4.200000e-01,2.000000e-01,0.000000e+00
1.773593e+00,7.796428e+05,1.590837e+00,1.050255e+03,2.095634e+02,0.000000e+00,1.825206e+05,2.947163e-01,3.584992e+02,1,4.230000e-01,4.230000e-01,2.000000e-01,0.000000e+00
1.773558e+00,7.796364e+05,1.590825e+00,1.050235e+03,2.095627e+02,0.000000e+00,1.825203e+05,2.947153e-01,3.585057e+02,1,4.260000e-01,4.260000e-01,2.000000e-01,0.000000e+00
1.773512e+00,7.796291e+05,1.590813e+00,1.050207e+03,2.095826e+02,0.000000e+00,1.825197e+05,2.947132e-01,3.585138e+02,1,4.290000e-01,4.290000e-01,2.000000e-01,0.000000e+00
1.773466e+00,7.796217e+05,1.590801e+00,1.050178e+03,2.096025e+02,0.000000e+00,1.825191e+05,2.947111e-01,3.585220e+02,1,4.320000e-01,4.320000e-01,2.000000e-01,0.000000e+00
1.773420e+00,7.796143e+05,1.590789e+00,1.050150e+03,2.096224e+02,0.000000e+00,1.825185e+05,2.947090e-01,3.585301e+02,1,4.350000e-01,4.350000e-01,2.000000e-01,0.000000e+00
1.773338e+00,7.795880e+05,1.590789e+00,1.050102e+03,2.096475e+02,0.000000e+00,1.825124e+05,2.946870e-01,3.585345e+02,1,4.380000e-01,4.380000e-01,2.000000e-01,0.000000e+00
1.773171e+00,7.795228e+05,1.590832e+00,1.050013e+03,2.096960e+02,0.000000e+00,1.824929e+05,2.946176e-01,3.585301e+02,1,4.410000e-01,4.410000e-01,2.000000e-01,0.000000e+00
1.773031e+00,7.794782e+05,1.590860e+00,1.049940e+03,2.097435e+02,0.000000e+00,1.824799e+05,2.945711e-01,3.585330e+02,1,4.440000e-01,4.440000e-01,2.000000e-01,0.000000e+00
1.772895e+00,7.794370e+05,1.590882e+00,1.049869e+03,2.097893e+02,0.000000e+00,1.824681e+05,2.945291e-01,3.585372e+02,1,4.470000e-01,4.470000e-01,2.000000e-01,0.000000e+00
1.772763e+00,7.793930e+05,1.590901e+00,1.049796e+03,2.098326e+02,0.000000e+00,1.824560e+05,2.944858e-01,3.585401e+02,1,4.500000e-01,4.500000e-01,2.000000e-01,0.000000e+00
1.772638e+00,7.793438e+05,1.590915e+00,1.049721e+03,2.098712e+02,0.000000e+00,1.824432e+05,2.944401e-01,3.585403e+02,1,4.530000e-01,4.530000e-01,2.000000e-01,0.000000e+00
1.772512e+00,7.792947e+05,1.590928e+00,1.049646e+03,2.099098e+02,0.000000e+00,1.824304e+05,2.943944e-01,3.585406e+02,1,4.560000e-01,4.560000e-01,2.000000e-01,0.000000e+00
1.772324e+00,7.792223e+05,1.590958e+00,1.049545e+03,2.099276e+02,0.000000e+00,1.824107e+05,2.943238e-01,3.585398e+02,1,4.590000e-01,4.590000e-01,2.000000e-01,0.000000e+00
1.772058e+00,7.791219e+05,1.591038e+00,1.049421e+03,2.099501e+02,0.000000e+00,1.823795e+05,2.942126e-01,3.585325e+02,1,4.620000e-01,4.620000e-01,2.000000e-01,0.000000e+00
1.771792e+00,7.790216e+05,1.591119e+00,1.049296e+03,2.099726e+02,0.000000e+00,1.823484e+05,2.941013e-01,3.585251e+02,1,4.650000e-01,4.650000e-01,2.000000e-01,0.000000e+00
1.771526e+00,7.789213e+05,1.591199e+00,1.049172e+03,2.099952e+02,0.000000e+00,1.823172e+05,2.939901e-01,3.585178e+02,1,4.680000e-01,4.680000e-01,2.000000e-01,0.000000e+00
1.771219e+00,7.788042e+05,1.591294e+00,1.049034e+03,2.099923e+02,0.000000e+00,1.822808e+05,2.938599e-01,3.585081e+02,1,4.710000e-01,4.710000e-01,2.000000e-01,0.000000e+00
1.770905e+00,7.786839e+05,1.591393e+00,1.048894e+03,2.099856e+02,0.000000e+00,1.822433e+05,2.937260e-01,3.584979e+02,1,4.740000e-01,4.740000e-01,2.000000e-01,0.000000e+00
1.770591e+00,7.785636e+05,1.591491e+00,1.048754e+03,2.099789e+02,0.000000e+00,1.822058e+05,2.935920e-01,3.584878e+02,1,4.770000e-01,4.770000e-01,2.000000e-01,0.000000e+00
1.770272e+00,7.784381e+05,1.591585e+00,1.048607e+03,2.099714e+02,0.000000e+00,1.821675e+05,2.934552e-01,3.584768e+02,1,4.800000e-01,4.800000e-01,2.000000e-01,0.000000e+00
1.770051e+00,7.783511e+05,1.591624e+00,1.048495e+03,2.099660e+02,0.000000e+00,1.821434e+05,2.933693e-01,3.584743e+02,1,4.830000e-01,4.830000e-01,2.000000e-01,0.000000e+00
1.769868e+00,7.782778e+05,1.591643e+00,1.048398e+03,2.099485e+02,0.000000e+00,1.821244e+05,2.933015e-01,3.584741e+02,1,4.860000e-01,4.860000e-01,2.000000e-01,0.000000e+00
1.769685e+00,7.782044e+05,1.591663e+00,1.048301e+03,2.099309e+02,0.000000e+00,1.821054e+05,2.932337e-01,3.584738e+02,1,4.890000e-01,4.890000e-01,2.000000e-01,0.000000e+00
1.769416e+00,7.780952e+05,1.591752e+00,1.048183e+03,2.099038e+02,0.000000e+00,1.820714e+05,2.931120e-01,3.584612e+02,1,4.920000e-01,4.920000e-01,2.000000e-01,0.000000e+00
1.769172e+00,7.779972e+05,1.591824e+00,1.048076e+03,2.098669e+02,0.000000e+00,1.820416e+05,2.930058e-01,3.584520e+02,1,4.950000e-01,4.950000e-01,2.000000e-01,0.000000e+00
1.769028e+00,7.779419e+05,1.591820e+00,1.048002e+03,2.098136e+02,0.000000e+00,1.820290e+05,2.929609e-01,3.584564e+02,1,4.980000e-01,4.980000e-01,2.000000e-01,0.000000e+00
1.768692e+00,7.778119e+05,1.591924e+00,1.047869e+03,2.097115e+02,0.000000e+00,1.819888e+05,2.928171e-01,3.584453e+02,1,5.010000e-01,5.010000e-01,2.000000e-01,0.000000e+00
1.768155e+00,7.776041e+05,1.592139e+00,1.047675e+03,2.095586e+02,0.000000e+00,1.819197e+05,2.925704e-01,3.584180e+02,1,5.040000e-01,5.040000e-01,2.000000e-01,0.000000e+00
1.767706e+00,7.774304e+05,1.592316e+00,1.047518e+03,2.093972e+02,0.000000e+00,1.818624e+05,2.923656e-01,3.583960e+02,1,5.070000e-01,5.070000e-01,2.000000e-01,0.000000e+00
1.767396e+00,7.773111e+05,1.592416e+00,1.047410e+03,2.092390e+02,0.000000e+00,1.818249e+05,2.922319e-01,3.583851e+02,1,5.100000e-01,5.100000e-01,2.000000e-01,0.000000e+00
1.767284e+00,7.772658e+05,1.592426e+00,1.047364e+03,2.091571e+02,0.000000e+00,1.818134e+05,2.921908e-01,3.583851e+02,1,5.130000e-01,5.130000e-01,2.000000e-01,0.000000e+00
1.767341e+00,7.772839e+05,1.592365e+00,1.047377e+03,2.091269e+02,0.000000e+00,1.818234e+05,2.922266e-01,3.583931e+02,1,5.160000e-01,5.160000e-01,2.000000e-01,0.000000e+00
1.768146e+00,7.775910e+05,1.591833e+00,1.047580e+03,2.093516e+02,0.000000e+00,1.819460e+05,2.926642e-01,3.584711e+02,1,5.190000e-01,5.190000e-01,2.000000e-01,0.000000e+00
1.770246e+00,7.783986e+05,1.590483e+00,1.048116e+03,2.100181e+02,0.000000e+00,1.822635e+05,2.937983e-01,3.586704e+02,1,5.220000e-01,5.220000e-01,2.000000e-01,0.000000e+00
1.772345e+00,7.792062e+05,1.589133e+00,1.048652e+03,2.106846e+02,0.000000e+00,1.825810e+05,2.949323e-01,3.588697e+02,1,5.250000e-01,5.250000e-01,2.000000e-01,0.000000e+00
1.774376e+00,7.799877e+05,1.587841e+00,1.049179e+03,2.113165e+02,0.000000e+00,1.828870e+05,2.960248e-01,3.590600e+02,1,5.280000e-01,5.280000e-01,2.000000e-01,0.000000e+00
1.777191e+00,7.810987e+05,1.586258e+00,1.049996e+03,2.122352e+02,0.000000e+00,1.832989e+05,2.974961e-01,3.592985e+02,1,5.310000e-01,5.310000e-01,2.000000e-01,0.000000e+00
1.780881e+00,7.825784e+05,1.584371e+00,1.051144e+03,2.134852e+02,0.000000e+00,1.838274e+05,2.993835e-01,3.595867e+02,1,5.340000e-01,5.340000e-01,2.000000e-01,0.000000e+00
1.784572e+00,7.840582e+05,1.582485e+00,1.052293e+03,2.147352e+02,0.000000e+00,1.843559e+05,3.012709e-01,3.598750e+02,1,5.370000e-01,5.370000e-01,2.000000e-01,0.000000e+00
1.788104e+00,7.854711e+05,1.580571e+00,1.053340e+03,2.159448e+02,0.000000e+00,1.848718e+05,3.031134e-01,3.601700e+02,1,5.400000e-01,5.400000e-01,2.000000e-01,0.000000e+00
1.789934e+00,7.862211e+05,1.579843e+00,1.054010e+03,2.165280e+02,0.000000e+00,1.851181e+05,3.039933e-01,3.602818e+02,1,5.430000e-01,5.430000e-01,2.000000e-01,0.000000e+00
1.790504e+00,7.864817e+05,1.580019e+00,1.054415e+03,2.166439e+02,0.000000e+00,1.851625e+05,3.041517e-01,3.602533e+02,1,5.460000e-01,5.460000e-01,2.000000e-01,0.000000e+00
1.787411e+00,7.852558e+05,1.581637e+00,1.053505e+03,2.154748e+02,0.000000e+00,1.847190e+05,3.025678e-01,3.600113e+02,1,5.490000e-01,5.490000e-01,2.000000e-01,0.000000e+00
1.784291e+00,7.840182e+05,1.583255e+00,1.052580e+03,2.142978e+02,0.000000e+00,1.842727e+05,3.009739e-01,3.597691e+02,1,5.520000e-01,5.520000e-01,2.000000e-01,0.000000e+00
1.783684e+00,7.837824e+05,1.583702e+00,1.052464e+03,2.140299e+02,0.000000e+00,1.841745e+05,3.006231e-01,3.596996e+02,1,5.550000e-01,5.550000e-01,2.000000e-01,0.000000e+00
1.779151e+00,7.819962e+05,1.586272e+00,1.051177e+03,2.123735e+02,0.000000e+00,1.835125e+05,2.982589e-01,3.593146e+02,1,5.580000e-01,5.580000e-01,2.000000e-01,0.000000e+00
1.769693e+00,7.782642e+05,1.591506e+00,1.048419e+03,2.089746e+02,0.000000e+00,1.821430e+05,2.933677e-01,3.585337e+02,1,5.610000e-01,5.610000e-01,2.000000e-01,0.000000e+00
1.760234e+00,7.745322e+05,1.596740e+00,1.045661e+03,2.055756e+02,0.000000e+00,1.807734e+05,2.884765e-01,3.577527e+02,1,5.640000e-01,5.640000e-01,2.000000e-01,0.000000e+00
1.750297e+00,7.705868e+05,1.602167e+00,1.042643e+03,2.019696e+02,0.000000e+00,1.793485e+05,2.833876e-01,3.569412e+02,1,5.670000e-01,5.670000e-01,2.000000e-01,0.000000e+00
1.733603e+00,7.639248e+05,1.611508e+00,1.037441e+03,1.958472e+02,0.000000e+00,1.769585e+05,2.748516e-01,3.555381e+02,1,5.700000e-01,5.700000e-01,2.000000e-01,0.000000e+00
1.716910e+00,7.572626e+05,1.620848e+00,1.032240e+03,1.897247e+02,0.000000e+00,1.745684e+05,2.663156e-01,3.541350e+02,1,5.730000e-01,5.730000e-01,2.000000e-01,0.000000e+00
1.700217e+00,7.506006e+05,1.630188e+00,1.027039e+03,1.836025e+02,0.000000e+00,1.721783e+05,2.577798e-01,3.527320e+02,1,5.760000e-01,5.760000e-01,2.000000e-01,0.000000e+00
1.683928e+00,7.441012e+05,1.639290e+00,1.021970e+03,1.776564e+02,0.000000e+00,1.698452e+05,2.494470e-01,3.513643e+02,1,5.790000e-01,5.790000e-01,2.000000e-01,0.000000e+00
1.663781e+00,7.359794e+05,1.650902e+00,1.015090e+03,1.704012e+02,0.000000e+00,1.670154e+05,2.393406e-01,3.496279e+02,1,5.820000e-01,5.820000e-01,2.000000e-01,0.000000e+00
1.643470e+00,7.277892e+05,1.662623e+00,1.008140e+03,1.630855e+02,0.000000e+00,1.641637e+05,2.291561e-01,3.478754e+02,1,5.850000e-01,5.850000e-01,2.000000e-01,0.000000e+00
1.623159e+00,7.195988e+05,1.674344e+00,1.001190e+03,1.557695e+02,0.000000e+00,1.613120e+05,2.189714e-01,3.461228e+02,1,5.880000e-01,5.880000e-01,2.000000e-01,0.000000e+00
1.602833e+00,7.114026e+05,1.686079e+00,9.942363e+02,1.484480e+02,0.000000e+00,1.584579e+05,2.087781e-01,3.443681e+02,1,5.910000e-01,5.910000e-01,2.000000e-01,0.000000e+00
1.581694e+00,7.028395e+05,1.698940e+00,9.865438e+02,1.408983e+02,0.000000e+00,1.555324e+05,1.983299e-01,3.424690e+02,1,5.940000e-01,5.940000e-01,2.000000e-01,0.000000e+00
1.560223e+00,6.941258e+05,1.712282e+00,9.785424e+02,1.332578e+02,0.000000e+00,1.525779e+05,1.877783e-01,3.405083e+02,1,5.970000e-01,5.970000e-01,2.000000e-01,0.000000e+00
1.538751e+00,6.854119e+05,1.725624e+00,9.705410e+02,1.256172e+02,0.000000e+00,1.496235e+05,1.772268e-01,3.385475e+02,1,6.000000e-01,6.000000e-01,2.000000e-01,0.000000e+00
1.518324e+00,6.771296e+05,1.737965e+00,9.629985e+02,1.183620e+02,0.000000e+00,1.468132e+05,1.671899e-01,3.367302e+02,1,6.030000e-01,6.030000e-01,2.000000e-01,0.000000e+00
1.498432e+00,6.690414e+05,1.750209e+00,9.554110e+02,1.113769e+02,0.000000e+00,1.441031e+05,1.575110e-01,3.349416e+02,1,6.060000e-01,6.060000e-01,2.000000e-01,0.000000e+00
1.477984e+00,6.606681e+05,1.763859e+00,9.469860e+02,1.043426e+02,0.000000e+00,1.413728e+05,1.477601e-01,3.329822e+02,1,6.090000e-01,6.090000e-01,2.000000e-01,0.000000e+00
1.457595e+00,6.523199e+05,1.777431e+00,9.385975e+02,9.732559e+01,0.000000e+00,1.386497e+05,1.380347e-01,3.310331e+02,1,6.120000e-01,6.120000e-01,2.000000e-01,0.000000e+00
1.438851e+00,6.446711e+05,1.788811e+00,9.312269e+02,9.079067e+01,0.000000e+00,1.361252e+05,1.290184e-01,3.293735e+02,1,6.150000e-01,6.150000e-01,2.000000e-01,0.000000e+00
1.420251e+00,6.370634e+05,1.800352e+00,9.237357e+02,8.435876e+01,0.000000e+00,1.336381e+05,1.201361e-01,3.277017e+02,1,6.180000e-01,6.180000e-01,2.000000e-01,0.000000e+00
1.402294e+00,6.296382e+05,1.812610e+00,9.157076e+02,7.838398e+01,0.000000e+00,1.313175e+05,1.118484e-01,3.259753e+02,1,6.210000e-01,6.210000e-01,2.000000e-01,0.000000e+00
1.384056e+00,6.221365e+05,1.824679e+00,9.079316e+02,7.220438e+01,0.000000e+00,1.289181e+05,1.032789e-01,3.242526e+02,1,6.240000e-01,6.240000e-01,2.000000e-01,0.000000e+00
1.365795e+00,6.146286e+05,1.836732e+00,9.001769e+02,6.600780e+01,0.000000e+00,1.265121e+05,9.468619e-02,3.225303e+02,1,6.270000e-01,6.270000e-01,2.000000e-01,0.000000e+00
1.348872e+00,6.076468e+05,1.848119e+00,8.927758e+02,6.032102e+01,0.000000e+00,1.243060e+05,8.680731e-02,3.209144e+02,1,6.300000e-01,6.300000e-01,2.000000e-01,0.000000e+00
1.332153e+00,6.007452e+05,1.859404e+00,8.854286e+02,5.471191e+01,0.000000e+00,1.221304e+05,7.903720e-02,3.193148e+02,1,6.330000e-01,6.330000e-01,2.000000e-01,0.000000e+00
1.315605e+00,5.938887e+05,1.870831e+00,8.779165e+02,4.926735e+01,0.000000e+00,1.200046e+05,7.144517e-02,3.177119e+02,1,6.360000e-01,6.360000e-01,2.000000e-01,0.000000e+00
1.299887e+00,5.873459e+05,1.881962e+00,8.704996e+02,4.422845e+01,0.000000e+00,1.180181e+05,6.435037e-02,3.161684e+02,1,6.390000e-01,6.390000e-01,2.000000e-01,0.000000e+00
1.284855e+00,5.810934e+05,1.892525e+00,8.634572e+02,3.939471e+01,0.000000e+00,1.161126e+05,5.754493e-02,3.146990e+02,1,6.420000e-01,6.420000e-01,2.000000e-01,0.000000e+00
1.269823e+00,5.748411e+05,1.903088e+00,8.564147e+02,3.456107e+01,0.000000e+00,1.142071e+05,5.073963e-02,3.132296e+02,1,6.450000e-01,6.450000e-01,2.000000e-01,0.000000e+00
1.254651e+00,5.685319e+05,1.913851e+00,8.493102e+02,2.967417e+01,0.000000e+00,1.122817e+05,4.386309e-02,3.117333e+02,1,6.480000e-01,6.480000e-01,2.000000e-01,0.000000e+00
1.241041e+00,5.628466e+05,1.923826e+00,8.427008e+02,2.538207e+01,0.000000e+00,1.105818e+05,3.779201e-02,3.103647e+02,1,6.510000e-01,6.510000e-01,2.000000e-01,0.000000e+00
1.227567e+00,5.572116e+05,1.933798e+00,8.360971e+02,2.115833e+01,0.000000e+00,1.089054e+05,3.180505e-02,3.090008e+02,1,6.540000e-01,6.540000e-01,2.000000e-01,0.000000e+00
1.214029e+00,5.515481e+05,1.943915e+00,8.294421e+02,1.692051e+01,0.000000e+00,1.072222e+05,2.579376e-02,3.076196e+02,1,6.570000e-01,6.570000e-01,2.000000e-01,0.000000e+00
1.200491e+00,5.458844e+05,1.954033e+00,8.227870e+02,1.268261e+01,0.000000e+00,1.055391e+05,1.978236e-02,3.062383e+02,1,6.600000e-01,6.600000e-01,2.000000e-01,0.000000e+00
1.188113e+00,5.406810e+05,1.963559e+00,8.164875e+02,8.904131e+00,0.000000e+00,1.040258e+05,1.437801e-02,3.049545e+02,1,6.630000e-01,6.630000e-01,2.000000e-01,0.000000e+00
1.175947e+00,5.355668e+05,1.972911e+00,8.102993e+02,5.178739e+00,0.000000e+00,1.025379e+05,9.063866e-03,3.036930e+02,1,6.660000e-01,6.660000e-01,2.000000e-01,0.000000e+00
1.163781e+00,5.304526e+05,1.982264e+00,8.041110e+02,1.453348e+00,0.000000e+00,1.010499e+05,3.749723e-03,3.024316e+02,1,6.690000e-01,6.690000e-01,2.000000e-01,0.000000e+00
1.151616e+00,5.253385e+05,1.991615e+00,7.979230e+02,-2.271970e+00,0.000000e+00,9.956199e+04,-1.564313e-03,3.011702e+02,1,6.720000e-01,6.720000e-01,2.000000e-01,0.000000e+00
1.140582e+00,5.206768e+05,2.000339e+00,7.921155e+02,-5.545796e+00,0.000000e+00,9.823655e+04,-6.298018e-03,3.000097e+02,1,6.750000e-01,6.750000e-01,2.000000e-01,0.000000e+00
1.129589e+00,5.160313e+05,2.009034e+00,7.863242e+02,-8.805475e+00,0.000000e+00,9.691647e+04,-1.101261e-02,2.988531e+02,1,6.780000e-01,6.780000e-01,2.000000e-01,0.000000e+00
1.118595e+00,5.113857e+05,2.017731e+00,7.805328e+02,-1.206522e+01,0.000000e+00,9.559635e+04,-1.572730e-02,2.976964e+02,1,6.810000e-01,6.810000e-01,2.000000e-01,0.000000e+00
1.108300e+00,5.070229e+05,2.026118e+00,7.749952e+02,-1.505076e+01,0.000000e+00,9.437345e+04,-2.009480e-02,2.965926e+02,1,6.840000e-01,6.840000e-01,2.000000e-01,0.000000e+00
1.098269e+00,5.027649e+05,2.034508e+00,7.695311e+02,-1.792136e+01,0.000000e+00,9.318892e+04,-2.432526e-02,2.954962e+02,1,6.870000e-01,6.870000e-01,2.000000e-01,0.000000e+00
1.088238e+00,4.985068e+05,2.042898e+00,7.640668e+02,-2.079201e+01,0.000000e+00,9.200437e+04,-2.855581e-02,2.943998e+02,1,6.900000e-01,6.900000e-01,2.000000e-01,0.000000e+00
1.078097e+00,4.942133e+05,2.051104e+00,7.586486e+02,-2.374111e+01,0.000000e+00,9.079506e+04,-3.287478e-02,2.933161e+02,1,6.930000e-01,6.930000e-01,2.000000e-01,0.000000e+00
1.068582e+00,4.901820e+05,2.058814e+00,7.535400e+02,-2.648598e+01,0.000000e+00,8.966385e+04,-3.691483e-02,2.922995e+02,1,6.960000e-01,6.960000e-01,2.000000e-01,0.000000e+00
1.059518e+00,4.863179e+05,2.066653e+00,7.484688e+02,-2.895166e+01,0.000000e+00,8.861044e+04,-4.067699e-02,2.912896e+02,1,6.990000e-01,6.990000e-01,2.000000e-01,0.000000e+00
1.050494e+00,4.824677e+05,2.074518e+00,7.433955e+02,-3.138827e+01,0.000000e+00,8.756445e+04,-4.441268e-02,2.902791e+02,1,7.020000e-01,7.020000e-01,2.000000e-01,0.000000e+00
1.041730e+00,4.787282e+05,2.082033e+00,7.384755e+02,-3.375916e+01,0.000000e+00,8.654890e+04,-4.803965e-02,2.893112e+02,1,7.050000e-01,7.050000e-01,2.000000e-01,0.000000e+00
1.033401e+00,4.751746e+05,2.088960e+00,7.338124e+02,-3.601984e+01,0.000000e+00,8.558440e+04,-5.148430e-02,2.884144e+02,1,7.080000e-01,7.080000e-01,2.000000e-01,0.000000e+00
1.025072e+00,4.716210e+05,2.095888e+00,7.291495e+02,-3.828053e+01,0.000000e+00,8.461990e+04,-5.492895e-02,2.875176e+02,1,7.110000e-01,7.110000e-01,2.000000e-01,0.000000e+00
1.016710e+00,4.680546e+05,2.102905e+00,7.244725e+02,-4.055199e+01,0.000000e+00,8.365027e+04,-5.839192e-02,2.866096e+02,1,7.140000e-01,7.140000e-01,2.000000e-01,0.000000e+00
1.009043e+00,4.647726e+05,2.109689e+00,7.200800e+02,-4.256969e+01,0.000000e+00,8.277256e+04,-6.152657e-02,2.857460e+02,1,7.170000e-01,7.170000e-01,2.000000e-01,0.000000e+00
1.001379e+00,4.614906e+05,2.116557e+00,7.156726e+02,-4.457552e+01,0.000000e+00,8.189694e+04,-6.465379e-02,2.848743e+02,1,7.200000e-01,7.200000e-01,2.000000e-01,0.000000e+00
9.937152e-01,4.582087e+05,2.123424e+00,7.112653e+02,-4.658131e+01,0.000000e+00,8.102134e+04,-6.778095e-02,2.840026e+02,1,7.230000e-01,7.230000e-01,2.000000e-01,0.000000e+00
9.865212e-01,4.551148e+05,2.130041e+00,7.070325e+02,-4.839501e+01,0.000000e+00,8.021220e+04,-7.067072e-02,2.831740e+02,1,7.260000e-01,7.260000e-01,2.000000e-01,0.000000e+00
9.794949e-01,4.520982e+05,2.136396e+00,7.029387e+02,-5.019444e+01,0.000000e+00,7.941666e+04,-7.351195e-02,2.823721e+02,1,7.290000e-01,7.290000e-01,2.000000e-01,0.000000e+00
9.724292e-01,4.490676e+05,2.142743e+00,6.988439e+02,-5.201966e+01,0.000000e+00,7.861373e+04,-7.637953e-02,2.815686e+02,1,7.320000e-01,7.320000e-01,2.000000e-01,0.000000e+00
9.653634e-01,4.460370e+05,2.149089e+00,6.947491e+02,-5.384489e+01,0.000000e+00,7.781080e+04,-7.924712e-02,2.807652e+02,1,7.350000e-01,7.350000e-01,2.000000e-01,0.000000e+00
9.590943e-01,4.433318e+05,2.154904e+00,6.909951e+02,-5.536362e+01,0.000000e+00,7.711553e+04,-8.173025e-02,2.800436e+02,1,7.380000e-01,7.380000e-01,2.000000e-01,0.000000e+00
9.528672e-01,4.406432e+05,2.160879e+00,6.872477e+02,-5.686163e+01,0.000000e+00,7.642551e+04,-8.419462e-02,2.793062e+02,1,7.410000e-01,7.410000e-01,2.000000e-01,0.000000e+00
9.466085e-01,4.379408e+05,2.166924e+00,6.834792e+02,-5.836702e+01,0.000000e+00,7.573183e+04,-8.667203e-02,2.785609e+02,1,7.440000e-01,7.440000e-01,2.000000e-01,0.000000e+00
9.403499e-01,4.352386e+05,2.172968e+00,6.797109e+02,-5.987238e+01,0.000000e+00,7.503817e+04,-8.914939e-02,2.778155e+02,1,7.470000e-01,7.470000e-01,2.000000e-01,0.000000e+00
9.339217e-01,4.324751e+05,2.178935e+00,6.759369e+02,-6.148551e+01,0.000000e+00,7.431305e+04,-9.173911e-02,2.770669e+02,1,7.500000e-01,7.500000e-01,2.000000e-01,0.000000e+00
9.277969e-01,4.298377e+05,2.184579e+00,6.723113e+02,-6.299526e+01,0.000000e+00,7.362745e+04,-9.418769e-02,2.763614e+02,1,7.530000e-01,7.530000e-01,2.000000e-01,0.000000e+00
9.221731e-01,4.274060e+05,2.189761e+00,6.689098e+02,-6.432082e+01,0.000000e+00,7.300962e+04,-9.639421e-02,2.757211e+02,1,7.560000e-01,7.560000e-01,2.000000e-01,0.000000e+00
9.165491e-01,4.249742e+05,2.194942e+00,6.655082e+02,-6.564640e+01,0.000000e+00,7.239178e+04,-9.860078e-02,2.750809e+02,1,7.590000e-01,7.590000e-01,2.000000e-01,0.000000e+00
9.109292e-01,4.225499e+05,2.200113e+00,6.621484e+02,-6.702871e+01,0.000000e+00,7.176772e+04,-1.008296e-01,2.744375e+02,1,7.620000e-01,7.620000e-01,2.000000e-01,0.000000e+00
9.058703e-01,4.203506e+05,2.205267e+00,6.589894e+02,-6.816416e+01,0.000000e+00,7.122257e+04,-1.027765e-01,2.738180e+02,1,7.650000e-01,7.650000e-01,2.000000e-01,0.000000e+00
9.006826e-01,4.181018e+05,2.210460e+00,6.557963e+02,-6.936573e+01,0.000000e+00,7.065688e+04,-1.047969e-01,2.731875e+02,1,7.680000e-01,7.680000e-01,2.000000e-01,0.000000e+00
